Count,Code,Description,Retail,Date,Cost,Supplier,Book,Total,Category,,,,,,,,
8,,A1373 & HA1118,,,,,$0.01,$0.08,7,,,,,,,,
1,,AN245 CTV video,,,,,$0.01,$0.01,7,,,,,,,,
1,,AN340P sound Sanyo,,,$7.20,T/T,$0.00,$0.00,7,,,,,,,,
1,,AN5250,,,,,$0.01,$0.01,7,,,,,,,,
1,,AN5265 Sanyo audio TV,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,AN5435 H&V,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,AN5515 vert O/P Toshiba,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,AN5521 vert O/P,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,AN5601 National,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,HA11235,,,,,$0.01,$0.01,7,,,,,,,,
3,,HA1125,,,,,$0.01,$0.03,7,,,,,,,,
7,,HA1158,,,,,$0.01,$0.07,7,,,,,,,,
1,,LA5112 Sanyo,,,,T/T,$0.01,$0.01,7,,,,,,,,
10,,LA7806 B&W TV deflection,,,,,$0.01,$0.10,7,,,,,,,,
1,,LA7838 vert scan,,,,T/T,$2.22,$2.22,7,,,,,,,,
1,,SAB3013 Philips CTV,,,,TESA,$0.01,$0.01,7,,,,,,,,
0,,SAS580 see used bag,,,,,$0.01,$0.00,7,,,,,,,,
6,,SAS590 (and used bag),,,,,$0.01,$0.06,7,,,,,,,,
4,,SN76231 & TAA630S,,,,,$0.01,$0.04,7,,,,,,,,
2,,SN76570,,,,,$0.01,$0.02,7,,,,,,,,
1,,ST6356B1/TL Teac TV,,,$27.00,DI,$0.01,$0.01,7,,,,,,,,
1,,STRF6656 P/S IC Panasonic,,23/09/2003,$12.95,T/T,$0.00,$0.00,7,,,,,,,,
1,,TA7161,,,,,$0.01,$0.01,7,,,,,,,,
3,,TA7173,,,,,$0.01,$0.03,7,,,,,,,,
1,,TA7698 TV jungle,,,,T/T,$0.01,$0.01,7,,,,,,,,
2,,TBA120T,,,,,$0.01,$0.02,7,,,,,,,,
1,,TBA240B,,,,,$0.01,$0.01,7,,,,,,,,
1,,TBA395 Thorn CTV,,,,,$0.01,$0.01,7,,,,,,,,
1,,TBA540,,,,,$0.01,$0.01,7,,,,,,,,
2,,TBA800 sound O/P,,,,,$0.01,$0.02,7,,,,,,,,
15,,TBA810,,,,,$0.01,$0.15,7,,,,,,,,
5,,TBA810A,,,,,$0.01,$0.05,7,,,,,,,,
1,,TBA820M mini audio MGA,,,,T/T,$0.01,$0.01,7,,,,,,,,
9,,TBA920,,,,,$0.01,$0.09,7,,,,,,,,
6,,TCA270,,,,,$0.01,$0.06,7,,,,,,,,
1,,TDA1035T audio O/P Sharp,,,,,$7.46,$7.46,7,,,,,,,,
1,,TDA1170N vert O/P Goldstar,,,,T/T,$5.29,$5.29,7,,,,,,,,
14,,TDA2530,,,,,$0.01,$0.14,7,,,,,,,,
1,,TDA2532,,,,,$0.01,$0.01,7,,,,,,,,
6,,TDA2541,,,,,$0.01,$0.06,7,,,,,,,,
2,,TDA2560,,,,,$0.01,$0.02,7,,,,,,,,
1,,TDA2576,,,,,$0.01,$0.01,7,,,,,,,,
2,,LA7830 vert O/P,,,$5.99,T/T,$0.00,$0.00,7,,,,,,,,
1,,LA7833,,,$2.90,,$0.00,$0.00,7,,,,,,,,
3,,TDA2578A Sharp TX100 osc,,,$9.35,,$0.20,$0.60,7,,,,,,,,
1,,TDA2577A,,,$10.15,T/T,$0.00,$0.00,7,,,,,,,,
1,,TDA2581,,,,,$0.01,$0.01,7,,,,,,,,
4,,TDA2590,,,,,$0.01,$0.04,7,,,,,,,,
3,,TDA2591,,,,,$0.01,$0.03,7,,,,,,,,
1,,TDA2620,,,,,$0.01,$0.01,7,,,,,,,,
,,,,,,,$0.00,$0.00,7,,,,,,,,
4,,TDA2640,,,,,$0.01,$0.04,7,,,,,,,,
1,,TDA3560 chroma O/P,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,TDA3565 chroma,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,TDA3571 Philips sync,,,,TESA,$0.01,$0.01,7,,,,,,,,
1,,TDA4580 chroma O/P,,,,TDON,$0.01,$0.01,7,,,,,,,,
1,,TDA6103Q video RGB output,,25/09/2004,$12.63,T/T,$0.01,$0.01,7,,,,,,,,
1,,TDA8217 Teac TV,,,$13.50,DI,$0.01,$0.01,7,,,,,,,,
1,,UPC1365C chroma,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,UPC1377C vert drive,,,,T/T,$0.01,$0.01,7,,,,,,,,
1,,134A video head amp,,,,,$0.00,$0.00,8,,,,,,,,
1,,2073D equiv to TDA2822 8 pin audio,,,,,$0.00,$0.00,8,,,,,,,,
2,,4558D op amp,,,,TDON,$0.00,$0.00,8,,,,,,,,
2,,4N25,,,,,$1.30,$2.60,8,,,,,,,,
1,,4N35 opto transistor,,,,DJR,$2.09,$2.09,8,,,,,,,,
28,,4N37 opto transistor,,,,,$0.25,$7.00,8,,,,,,,,
1,,8413 Fountain video game,,,,,$0.00,$0.00,8,,,,,,,,
1,,8426 Fountain video game,,,,,$0.00,$0.00,8,,,,,,,,
1,,A6393S Akai capstan,,,,,$0.00,$0.00,8,,,,,,,,
1,,AM6012 D-A Casio,,,,,$0.00,$0.00,8,,,,,,,,
1,,AN217 AM/FM National,,,,,$0.00,$0.00,8,,,,,,,,
1,,AN3822K (AN3821K),,,,,$0.00,$0.00,8,,,,,,,,
1,,AN6249 auto stop,,,,,$0.00,$0.00,8,,,,,,,,
1,,AN6360 video,,,,,$0.00,$0.00,8,,,,,,,,
1,,AN6676 video,,,,,$0.00,$0.00,8,,,,,,,,
1,,AN8275 Mitsubishi video,,,,Melco,$0.00,$0.00,8,,,,,,,,
1,,AT24C02 Goldstar CTV,,,,Rankine,$0.00,$0.00,8,,,,,,,,
1,,BA3505 Sanyo preamp,,,,,$0.00,$0.00,8,,,,,,,,
1,,BA3822LS EQ preamp,,,,F&P,$0.00,$0.00,8,,,,,,,,
1,,BA4422AN FM front end Sharp,,,,,$0.00,$0.00,8,,,,,,,,
2,,BA6209 Akai capstan,,,,,$0.00,$0.00,8,,,,,,,,
1,,BA6229 Akai video,,,,,$0.00,$0.00,8,,,,,,,,
1,,BA6301 Tech,,,,T/T,$0.00,$0.00,8,,,,,,,,
1,,BA6430S capstan drive Panasonic,,,,,$0.00,$0.00,8,,,,,,,,
1,,BA6435S capstan Panasonic,,,$9.50,T/T,$0.00,$0.00,8,,,,,,,,
1,,BA7172S head preamp Sharp,,,,,$0.00,$0.00,8,,,,,,,,
1,,BA7279S head preamp Sharp,,,,,$0.00,$0.00,8,,,,,,,,
1,,C68241Y Akai front end,,,$45.70,TESA,$0.00,$0.00,8,,,,,,,,
1,,CX136A Sanyo video,,,,,$0.00,$0.00,8,,,,,,,,
1,,CX145 Sanyo video,,,,,$0.00,$0.00,8,,,,,,,,
1,,CXA1019 radio Protech,,,,CEI,$0.00,$0.00,8,,,,,,,,
1,,CXA1587S Sony jungle,,,,,$0.00,$0.00,8,,,,,,,,
1,,D75208CW 018 NEC video CPU,,,,Comital,$0.00,$0.00,8,,,,,,,,
1,,D7538C Funai sys-control,,,,Rangitoto,$0.00,$0.00,8,,,,,,,,
1,,GE3020,,,,,$0.00,$0.00,8,,,,,,,,
5,,H11J5,,,,DJR,$0.00,$0.00,8,,,,,,,,
1,,HA1137,,,,,$0.00,$0.00,8,,,,,,,,
1,,HA11724 video,,,,,$0.00,$0.00,8,,,,,,,,
2,,HA1199 AM radio,,,,,$0.00,$0.00,8,,,,,,,,
1,,HA12084BNT Hitachi audio,,,,Centrade,$0.00,$0.00,8,,,,,,,,
1,,HA13001,,,$6.45,T/T,$0.00,$0.00,8,,,,,,,,
1,,HA1329W audio O/P,,,$12.10,TESA,$0.20,$0.20,8,,,,,,,,
3,,HA1366WR audio,,,,,$1.00,$3.00,8,,,,,,,,
1,,HA1372 audio,,,$15.20,T/T,$0.10,$0.10,8,,,,,,,,
1,,HA1377,,,$7.91,T/T,$0.20,$0.20,8,,,,,,,,
1,,IR3P06 video,,,,,$0.00,$0.00,8,,,,,,,,
1,,IXO715CE Sharp mem,,,,,$0.00,$0.00,8,,,,,,,,
1,,IXO933CE Sharp CPU,,,,,$0.00,$0.00,8,,,,,,,,
1,,KIA7668BP Toshiba preamp,,,,Monaco,$0.00,$0.00,8,,,,,,,,
1,,LA1245 AM Sharp,,,,,$0.00,$0.00,8,,,,,,,,
1,,LA1265 AM/FM,,,,Monaco,$0.00,$0.00,8,,,,,,,,
1,,LA2110 FM,,,,AWA,$0.00,$0.00,8,,,,,,,,
1,,LA4108 audio,,,$5.40,T/T,$0.10,$0.10,8,,,,,,,,
1,,"AN7273 AM Tuner, FM/AM IF Amplifier (used)",,,,,$0.00,$0.00,8,,,,,,,,
2,,LA4446 audio,,,$4.90,T/T,$0.10,$0.20,8,,,,,,,,
,,,,,,,$0.00,$0.00,8,,,,,,,,
,,,,,,,$0.00,$0.00,8,,,,,,,,
2,,LA4500 audio,,,$4.52,T/T,$0.10,$0.20,8,,,,,,,,
,,,,,,,$0.00,$0.00,8,,,,,,,,
1,,STR-A6051M Power IC for PWM,$9.00,20/05/2018,$4.40,eBay,$0.00,$0.00,8,,,,,,,,
1,,LA7250 Mitsubishi colour,,,,Melco,$0.00,$0.00,8,,,,,,,,
1,,M50708-611SP CPU,,,,Melco,$0.00,$0.00,8,,,,,,,,
2,,M51015L JVC remote,,,,TESA,$0.00,$0.00,8,,,,,,,,
3,,M5112Y audio O/P,,,,,$0.00,$0.00,8,,,,,,,,
1,,M51408SP Mitsubishi TV CPU,,,,Melco,$0.00,$0.00,8,,,,,,,,
0,,M51473P head preamp,,,,T/T,$0.00,$0.00,8,,,,,,,,
2,,M51517L audio,,,,Metro,$0.00,$0.00,8,,,,,,,,
1,,M54648L Hitachi motor drive,,,,Centrade,$0.00,$0.00,8,,,,,,,,
1,,M54649L video loading,,,,,$0.00,$0.00,8,,,,,,,,
2,,M58655P TV EPROM,,,,T/T,$0.00,$0.00,8,,,,,,,,
10,,MCP3022 triac drive,,,,,$0.84,$8.40,8,,,,,,,,
1,,MN15342VQH video,,,,,$0.01,$0.01,8,,,,,,,,
1,,MN15342VEE video,,,,F&P,$0.01,$0.01,8,,,,,,,,
1,,MN6030B National remote,,,,F&P,$0.01,$0.01,8,,,,,,,,
4,,MOC3041 triac driver,,,,DJR,$1.00,$4.00,8,,,,,,,,
1,,NM93C46 EPROM Sharp,,,,,$0.01,$0.01,8,,,,,,,,
1,,ON3205 opto coupler,,,$15.01,F&P,$0.50,$0.50,8,,,,,,,,
1,,LM358 op amp,,15/03/2012,$1.50,T/T,$1.50,$1.50,8,,,,,,,,
2,,RA08-390N,,,,,$0.01,$0.02,8,,,,,,,,
1,,STA341M JVC CD,,,,CEI,$0.01,$0.01,8,,,,,,,,
1,,STK4112 MKII,,,$11.50,T/T,$1.00,$1.00,8,,,,,,,,
1,,STR-X6768 TO3P-7L SMPS IC,$9.00,26/05/2018,$4.71,eBay,$0.00,$1.00,8,,,,,,,,
0,,,,,,,$0.00,$1.00,8,,,,,,,,
1,,STK4211 MKII Sony amp,,,$110.15,TESA,$1.00,$1.00,8,,,,,,,,
1,,STK5339A video P/S,,,$18.12,F&P,$1.00,$1.00,8,,,,,,,,
1,,STK5392 VCR P/S reg,,,$14.00,T/T,$1.00,$1.00,8,,,,,,,,
0,,LA4270 audio power,,2/05/2005,$9.69,T/T,$1.00,$0.00,8,,,,,,,,
1,,STR1096 video P/S,,,,,$0.01,$0.01,8,,,,,,,,
1,,STR40090 Panasonic TV P/S,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,STR54041 P/S reg,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,UPD75212ACW Sony CPU,,,,TESA,$0.01,$0.01,8,,,,,,,,
1,,TA8776N audio control Sony TV,$15.00,21/02/2012,$10.00,T/T,$0.00,$0.00,8,,,,,,,,
1,,SVI3101 equiv to RSN3502A Pana audio,,,,,$1.00,$1.00,8,,,,,,,,
3,,FAN6755U PS start-up (Panasonic TV),$11.00,21/07/2017,$1.34,eBay,$1.34,$4.02,8,,,,,,,,
1,,TA7227 audio O/P,,,$8.65,T/T,$1.00,$1.00,8,,,,,,,,
1,,TA7271P audio,,,$8.89,T/T,$1.00,$1.00,8,,,,,,,,
1,,TA7273P audio,,,$7.50,,$1.00,$1.00,8,,,,,,,,
1,,TA7361AP JVC video,,,,,$0.01,$0.01,8,,,,,,,,
1,,TA7613,,,,,$0.01,$0.01,8,,,,,,,,
1,,TA7668AP audio,,,$3.47,,$1.00,$1.00,8,,,,,,,,
1,,TA7673P National modulator,,,,F&P,$0.01,$0.01,8,,,,,,,,
1,,TDA8361 Goldstar CTV,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,TA7680AP CTV IF,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,TA8210H audio,,,$19.81,T/T,$1.00,$1.00,8,,,,,,,,
1,,TA8225H car audio amp,,,$10.20,T/T,$1.00,$1.00,8,,,,,,,,
1,,TD6304 auto stop,,,,,$0.01,$0.01,8,,,,,,,,
1,24C04,24C04 EPROM,$12.00,2/12/2004,$5.38,T/T,$0.00,$0.00,8,,,,,,,,
1,,UPD1703C020,,,,AWA,$0.00,$0.00,8,,,,,,,,
1,,UPD1708AG Sound Barrier,,,,D/S,$0.00,$0.00,8,,,,,,,,
,,,,,,,$0.00,$0.00,8,,,,,,,,
1,,TDA4687 RGB,,,,Rankine,$0.01,$0.01,8,,,,,,,,
23,,TDA7050T mini audio,,,$1.90,Elcoma,$0.10,$2.30,8,,,,,,,,
1,,TDA8172 vert scan,,,,TDON,$0.01,$0.01,8,,,,,,,,
1,,TDA8362 Sharp,,,,,$0.01,$0.01,8,,,,,,,,
1,,TEA5101A CRT drive,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,TMP47C433AN CPU Pro-Ser,,,,D/S,$0.01,$0.01,8,,,,,,,,
1,,UPC1018C AM/FM,,,,,$0.01,$0.01,8,,,,,,,,
3,,UPC1185H2 audio,,,,,$0.10,$0.30,8,,,,,,,,
1,,UPC1182 audio,,,,TESA,$0.10,$0.10,8,,,,,,,,
30,,UPC1188 audio O/P,,,,,$0.10,$3.00,8,,,,,,,,
1,,UPC1181,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,UPC1222C AM Sharp,,,,,$0.01,$0.01,8,,,,,,,,
1,,UPC1238 audio amp,,,,,$0.01,$0.01,8,,,,,,,,
1,,UPC1230H2,,,,,$0.01,$0.01,8,,,,,,,,
1,,UPC1420 NEC CTV,,,,T/T,$0.01,$0.01,8,,,,,,,,
1,,UPC1504C video,,,,,$0.01,$0.01,8,,,,,,,,
1,,UPC1505C video,,,,,$0.01,$0.01,8,,,,,,,,
1,,BT139F-500 triac 16A 60mA,,,,,$0.00,$0.00,9,,,,,,,,
13,,BT139F-600 triac 16A 60mA,,,,,$0.00,$0.00,9,,,,,,,,
4,,T6431D 400V 30A triac,,,,AWA,$1.00,$4.00,9,,,,,,,,
2,,S6015L 600V SCR - used,,,$2.30,,$0.10,$0.20,9,,,,,,,,
,,,,,,,$0.00,$0.00,9,,,,,,,,
44,,Diac DB3 (eqiv BR100-03) 32V-36V max 2A,$0.80,5/04/2016,$0.03,eBay,$0.00,$0.00,9,,,,,,,,
6,,BTA06-600S 600V 6A 6mA gate triac,,,,Henlynn,$1.40,$8.40,9,,,,,,,,
4,,BTA140-800 triac 25A,,,$4.54,Elcoma,$0.10,$0.40,9,,,,,,,,
5,,BTB06-600B triac 600V 6A 50mA gate,,,,Henlynn,$0.44,$2.20,9,,,,,,,,
,,,,,,,$0.00,$0.00,9,,,,,,,,
2,,Diac PE6 PEL,,,,PEL,$0.72,$1.44,9,,,,,,,,
2,,Diac Speedrite AN7 & AN9,,,,Speedrite,$0.33,$0.66,9,,,,,,,,
5,,DO201YR diac 32V 2A,,,,AWA,$0.30,$1.50,9,,,,,,,,
1,,G4000D RCA SCR?,,,,,$0.01,$0.01,9,,,,,,,,
7,,RCA41015 triac,,,,,$1.00,$7.00,9,,,,,,,,
1,,S2512NH 800V 25A SCR,,,$1.95,AWA,$0.10,$0.10,9,,,,,,,,
10,,L7805CV 5V+ regulator,$1.50,5/07/2017,$0.14,eBay,$0.00,$0.00,9,,,,,,,,
1,,7812F 12V + regulator,,,,,$0.00,$0.00,10,,,,,,,,
25,,78L15,,,,,$0.90,$22.50,10,,,,,,,,
5,,7912 12V 1A negative,,,,,$1.34,$6.70,10,,,,,,,,
35,,L7815CV +15V 1A (in IC drawer),$3.50,,,Henlynn,$0.31,$10.85,10,,,,,,,,
,,,,,,,$0.00,$0.00,10,,,,,,,,
1,,LM317T 1.5A adjustable voltage,$3.50,12/10/2007,$2.91,T/T,$2.91,$2.91,10,,,,,,,,
2,,LM320T-15,,,,,$6.12,$12.24,10,,,,,,,,
4,,LM337SP,,,$0.95,Captron,$0.10,$0.40,10,,,,,,,,
18,,LM341T-15 LM78M15CT 15V + reg .5A,,,$1.46,,$0.50,$9.00,10,,,,,,,,
1,,LM350K 3A adjustable voltage,,,$10.66,,$1.00,$1.00,10,,,,,,,,
9,,LM78L15ACZ 15V 100mA,,,$0.94,,$0.20,$1.80,10,,,,,,,,
1,,UA78M,,,,,$1.20,$1.20,10,,,,,,,,
83,,MC7924CT -24V 1A,,,,,$0.01,$0.83,10,,,,,,,,
6,,LM2940CT-12 +12V,$4.80,20/01/2015,$1.15,eBay,$0.00,$0.00,10,,,,,,,,
20,,3mm red dome,,,,,$0.05,$1.00,20,,,,,,,,
141,,3mm red flat top,,,$0.48,,$0.00,$0.00,20,,,,,,,,
0,,,,,,,$0.00,$0.00,20,,,,,,,,
2,Z3237,5mm IR,,,,D/S,$1.60,$3.20,20,,,,,,,,
3,Z4089,5mm LED yellow,,,,D/S,$0.57,$1.71,20,,,,,,,,
6,LED5W-EHB,LED 5mm clear super bright 20-30mA,$3.50,6/01/2005,$1.87,T/T,$0.10,$0.60,20,,,,,,,,
3,,3mm green dome,,,,,$0.60,$1.80,20,,,,,,,,
2,,7 segment green dual numeral,,,$5.00,,$1.00,$2.00,20,,,,,,,,
3,,7 segment red large,,,$3.24,,$0.20,$0.60,20,,,,,,,,
8,,7 segment red small,,,$2.88,,$1.00,$8.00,20,,,,,,,,
1,,BPX43 IR photo detector,,,,,$8.57,$8.57,20,,,,,,,,
9,,IR square,,,$3.50,,$0.20,$1.80,20,,,,,,,,
9,,MAN6980 7 segment red,,,$3.26,Captron,$0.20,$1.80,20,,,,,,,,
44,,MIL52 5mm red,,,,,$0.10,$4.40,20,,,,,,,,
8,,NSL5056 5mm red,,,,,$0.42,$3.36,20,,,,,,,,
5,,OP161 photo,,,,,$1.68,$8.40,20,,,,,,,,
5,,OP240 photo,,,,,$1.68,$8.40,20,,,,,,,,
2,,PS4001 optocoupler,,,,,$4.07,$8.14,20,,,,,,,,
1,,rectangular green LED,,,,,$0.60,$0.60,20,,,,,,,,
3,,rectangular red LED,,,,,$0.60,$1.80,20,,,,,,,,
3,,socket 7 segment large,,,,,$1.00,$3.00,20,,,,,,,,
1,,SD5443 IR photo detector,,,,RS,$5.36,$5.36,20,,,,,,,,
7,H6770,2 way stereo speaker panel,,,,D/S,$1.93,$13.51,17,,,,,,,,
1,,4 pin chassis mic socket,,,,,$4.33,$4.33,17,,,,,,,,
1,,4 way rev adaptor,,,,,$3.50,$3.50,17,,,,,,,,
1,A832,adaptor RCA plug to BNC,,,,TESA,$4.15,$4.15,17,,,,,,,,
2,ANT277,coax skirt,,,,T/T,$1.80,$3.60,17,,,,,,,,
2,,edge connector 48 way,,,,Con Sys,$7.14,$14.28,17,,,,,,,,
1,,headphone socket mini Goldstar,,,,Rankine,$0.01,$0.01,17,,,,,,,,
10,,Female coax socket to F connector,,25/10/2017,$0.29,eBay,$0.00,$0.00,17,,,,,,,,
8,,Male coax plug to F connector,,25/10/2017,$0.26,eBay,$0.00,$0.00,17,,,,,,,,
13,,Screw on coax cable to F connector,,25/10/2017,$0.11,eBay,$0.00,$0.00,17,,,,,,,,
10,,F Type Female to Female Coax Barrel,,11/10/2017,$0.25,eBay,$0.00,$0.00,17,,,,,,,,
0,,9MM X 3.5mmX 1.3MM DC Power Jack Plug Shape/Right Angle,,8/03/2014,$0.46,eBay,$0.00,$0.00,17,,,,,,,,
5,,plug USB standard,$0.95,28/04/2018,$0.18,eBay,$0.00,$0.00,17,,,,,,,,
1,,plug 4 pin speaker,,,,,$0.85,$0.85,17,,,,,,,,
,PLG51,plug 5 pin Din 180 deg,,,$0.93,T/T,$0.40,$0.00,17,,,,,,,,
0,,DC camera male plug 4mm x 7mm. Has pin inside hole. ,$6.50,6/09/2014,$3.80,eBay,$0.00,$0.00,17,,,,,,,,
3,,DC camera female plug 4mm x 1.7mm. ,$4.50,11/09/2014,$1.59,eBay,$0.00,$0.00,17,,,,,,,,
4,,mini USB plug ,$1.00,15/01/2017,$0.22,eBay,$0.00,$0.00,17,,,,,,,,
1,,National stereo headphone socket,,,,,$3.01,$3.01,17,,,,,,,,
2,P85,plug cigarette lighter,,,,KJP,$0.60,$1.20,17,,,,,,,,
2,SKT11,plug coax chassis,,22/10/2003,,T/T,$1.88,$3.76,17,,,,,,,,
4,,plug std phone mono metal right-angled,,18/06/2018,$1.00,eBay,$0.00,$0.00,17,,,,,,,,
6,,plug DC 2.1mm long shaft,,2/02/2017,$0.14,eBay,$0.00,$0.00,17,,,,,,,,
3,,plug DC 5mmx9.5mm 1.1mm pin inside - Makita,$3.50,16/08/2015,$0.50,eBay,$0.00,$0.00,17,,,,,,,,
4,,plug DC 2.1mm x 5.5mm x 9mm (short shaft),$1.00,15/03/2018,$0.16,eBay,$0.00,$0.00,17,,,,,,,,
1,P1643,plug DC 1.3mm short,,,,D/S,$1.40,$1.40,17,,,,,,,,
6,,plug DC extra large hole short,,,,,$1.25,$7.50,17,,,,,,,,
4,,plug DC 2.5mm x 5.5mm x 14mm,,22/02/2014,$0.50,eBay,$0.00,$0.00,17,,,,,,,,
1,PLG76,plug mini stereo phone,,,,T/T,$0.81,$0.81,17,,,,,,,,
1,,mini mono switched socket,,,,,$1.65,$1.65,17,,,,,,,,
0,PLG30,plug RCA coax red,,15/10/2003,$0.53,T/T,$0.53,$0.00,17,,,,,,,,
7,,plug RCA coax no cover,,,,,$0.20,$1.40,17,,,,,,,,
1,PLG31,plug RCA coax black,,15/03/2012,$0.60,T/T,$0.60,$0.60,17,,,,,,,,
1,PLG46,plug standard mono phone metal,,,,T/T,$1.34,$1.34,17,,,,,,,,
2,,plug standard stereo plastic,,,,,$1.80,$3.60,17,,,,,,,,
0,P63L,plug mini stereo phone angle,,,,DJR,$0.56,$0.00,17,,,,,,,,
7,P568,plug 2 pin Din angle,,,,TESA,$0.95,$6.65,17,,,,,,,,
4,P3105,plug 2 pin Din line,,,,D/S,$0.80,$3.20,17,,,,,,,,
5,,plug standard mono phone metal with spring restraint,$1.80,24/05/2018,$0.57,eBay,$0.00,$0.00,17,,,,,,,,
3,,socket DC inline 2.1mm pre-wired,$1.20,17/03/2018,$0.30,eBay,$0.00,$0.00,17,,,,,,,,
3,,socket 2 pin Din chassis,,,,,$0.70,$2.10,17,,,,,,,,
10,SKT56,socket 2 pin Din line,,,,T/T,$0.45,$4.50,17,,,,,,,,
1,,socket 5 pin Din line 180 deg,,,,,$1.95,$1.95,17,,,,,,,,
9,,socket 5 pin Din chassis,,,,,$0.70,$6.30,17,,,,,,,,
7,,socket AC mains chassis,,,,,$1.70,$11.90,17,,,,,,,,
4,,socket BNC coax chassis,,,,,$2.35,$9.40,17,,,,,,,,
10,S66,socket car aerial chassis,,,,TESA,$0.68,$6.80,17,,,,,,,,
3,SKT10,socket coax chassis,,10/09/2009,,T/T,$1.88,$5.64,17,,,,,,,,
2,,socket DC Casio keyboard,,,,Monaco,$1.22,$2.44,17,,,,,,,,
1,,socket DC inline 2.1mm,,5/02/2014,$0.10,eBay,$0.00,$0.00,17,,,,,,,,
1,SKT78,socket DC inline 1.65mm,,18/10/2006,$2.50,T/T,$2.50,$2.50,17,,,,,,,,
1,P1655,socket DC line 2.5mm (SKT85 T/T),,,,D/S,$1.47,$1.47,17,,,,,,,,
4,,socket double line coax,,,,,$1.40,$5.60,17,,,,,,,,
1,HSJ202P,socket headphone mod plate Aiwa,,,,,$3.50,$3.50,17,,,,,,,,
2,SKT77,socket dc line submini,,1/11/2011,$2.50,T/T,$2.50,$5.00,17,,,,,,,,
6,,socket dc chassis mount 2.1mm (11mm chassis hole) takes 2.1mm x 5.5mm DC plug,$3.85,29/07/2016,$0.78,eBay,$0.00,$0.00,17,,,,,,,,
11,S48,socket phone mono metal,,,,TESA,$0.90,$9.90,17,,,,,,,,
8,,socket mini mono phone,,,,,$0.80,$6.40,17,,,,,,,,
2,,socket mini mono X3,,,,,$3.20,$6.40,17,,,,,,,,
6,S59,socket mini stereo line phone,,,,TESA,$1.49,$8.94,17,,,,,,,,
1,,socket mini stereo phone chassis,,,,,$1.05,$1.05,17,,,,,,,,
1,,socket mini stereo phone chassis metal,,,,DJR,$1.52,$1.52,17,,,,,,,,
2,,socket mini stereo phone switched pcb,,,,DJR,$0.81,$1.62,17,,,,,,,,
2,,socket mono plastic phone chassis,,,,,$1.10,$2.20,17,,,,,,,,
4,SKT31,socket RCA coax line black,,15/03/2012,$0.65,T/T,$0.65,$2.60,17,,,,,,,,
5,SKT20B,socket RCA coax chassis,,,,T/T,$0.89,$4.45,17,,,,,,,,
1,S53A,socket stereo phone chassis box,,,,TESA,$1.90,$1.90,17,,,,,,,,
1,P1231,socket mini phone stereo chassis switched,,,,D/S,$1.05,$1.05,17,,,,,,,,
9,,USB std PCB socket,$2.00,27/12/2019,$0.12,eBay,$0.00,$0.00,17,,,,,,,,
4,S53A,socket stereo chassis,,,,TESA,$3.45,$13.80,17,,,,,,,,
6,S12,socket 2 pin line,,,,DJR,$1.10,$6.60,17,,,,,,,,
1,,adapter standard stereo to mini socket,,,,,$2.00,$2.00,17,,,,,,,,
3,STUK-1,telephone plug,,,,,$0.64,$1.92,17,,,,,,,,
3,,plug 2 pin line,,,,,$0.00,$0.00,17,,,,,,,,
2,,7 pin aviation plug and socket,$5.00,30/04/2019,$2.50,eBay,$0.00,$0.00,17,,,,,,,,
7,,micro USB PCB socket,,18/01/2013,$0.30,eBay,$0.00,$0.00,17,,,,,,,,
77,,alloy splined,,,,,$0.10,$7.70,18,,,,,,,,
34,,aluminium splined,,,,,$0.10,$3.40,18,,,,,,,,
270,,black slider knob,,,,,$0.10,$27.00,18,,,,,,,,
7,,small black knob with white pointer,,2/06/2018,$0.15,eBay,$0.00,$0.00,18,,,,,,,,
2,,large black knob with white pointer and screw,,2/06/2018,$3.50,eBay,$0.00,$0.00,18,,,,,,,,
,,,,,,,$0.00,$0.00,18,,,,,,,,
51,,C150 cap,,,,,$0.10,$5.10,18,,,,,,,,
12,,C151 cap,,,,,$0.21,$2.52,18,,,,,,,,
11,,D153 figure dial,,,,,$0.64,$7.04,18,,,,,,,,
4,P7008,H3834 aluminium spline,,,,D/S,$1.29,$5.16,18,,,,,,,,
3,P7006,H3843 aluminium spline,,,,D/S,$1.28,$3.84,18,,,,,,,,
10,,KB1007 round PB,,,,,$0.30,$3.00,18,,,,,,,,
0,,,,,,,$0.00,$0.00,18,,,,,,,,
1,,large aluminium,,,,,$0.10,$0.10,18,,,,,,,,
20,,medium aluminium,,,,,$0.10,$2.00,18,,,,,,,,
20,,N150 nut cover,,,,,$0.23,$4.60,18,,,,,,,,
